﻿msg_0,[end]
msg_177,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
なんぢゃあ、そりゃあぁぁっ！！
もうちっと、気の利いたことを言わんかい！！
[wait][clear][end]"
msg_178,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
三角…関係っちゅうのは、ちと…
まぁ、そういう話もないではないがのぉ…
[wait][clear][end]"
msg_179,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
そうか…
そりゃまぁ、仕様がないわいのぉ…
[wait][clear][end]"
msg_180,"[color(yellow)][var(msg_var_0)][color(white)]
そもそも、わしゃあ…
なんで、こんなところへ
来たんぢゃったかのぉ…？？？
[wait][clear][end]"
msg_181,"…わしゃあ、なんでここへ来たんぢゃろうか？
[end_choice][clear][end]"
msg_181_Choice1,重要参考人として私がお呼びしたのです。
msg_181_Choice2,買い物の帰りじゃなかったでしょうか？
msg_181_Choice3,例の放浪癖が始まったのでは…？
msg_182,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
そうぢゃ、そうぢゃっ！！
すっかり忘れとったわい！！
[wait][clear][end]"
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
そ、そんな…
わ、わしゃあ、悲しいぞいぃぃ…
[wait][clear][end]"
msg_184,"[color(yellow)][var(msg_var_0)][color(white)]
正直に答えて欲しいんぢゃが…
来世、また生まれ変わるとして、おまえさんが
神と悪魔の、いずれかになれるとしたらぢゃ…
[wait][clear][end]"
msg_185,"神と悪魔、どっちがええと思うかのぉ？
[end_choice][clear][end]"
msg_185_Choice1,やはり神だろうな。全知全能の神だ！
msg_185_Choice2,悪魔というのも面白いかもしれんな…
msg_186,"[color(yellow)][var(msg_var_0)][color(white)]
…しかし、わしが悪魔から足を洗うたら
わしゃいったい、何をしたらええんぢゃ？？？
わしゃあ、七〇〇年も悪魔をやってきたんぢゃよ
[wait][clear][end]"
msg_187,"今更わしにできる仕事なぞ、あるんぢゃろうか？
[end_choice][clear][end]"
msg_187_Choice1,お化け屋敷のアルバイトとか、どうです？
msg_187_Choice2,それだけ力がおありでしたら、警備員とか…
msg_187_Choice3,元悪魔じゃ、どこも採用しないでしょうね…
msg_188,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
そりゃ名案ぢゃっ！！
わしが出たら、皆腰を抜かすぞいっ！！
[wait][clear][end]"
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんなぁ…、若いうちから
あんまり我を張るもんぢゃあないよ…
和して同ぜず、これが肝要なんぢゃ。
[wait][clear][end]"
msg_190,"わしの言うとるこたぁ、わかるぢゃろぉ？
[end_choice][clear][end]"
msg_190_Choice1,ああ…凄くよくわかる
msg_190_Choice2,俺に関らないでくれ…
msg_191,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
そうかそうか！
それならええんぢゃっ！！
[wait][clear][end]"
msg_192,"[color(yellow)][var(msg_var_0)][color(white)]
そういや、魔女さんたちゃあ
まだ元気でおられるんぢゃろうか…
最近は、とんと顔を見せんが…
[wait][clear][end]"
msg_193,"魔女さんたちゃあ、どうしとるかのぉ…？
[end_choice][clear][end]"
msg_193_Choice1,元気でやってるよ！
msg_193_Choice2,もう、いないんじゃないのかなぁ…
msg_193_Choice3,ンなこと、私は知らないって！
msg_194,"[color(yellow)][var(msg_var_0)][color(white)]
そ、そうぢゃ…
あー、そちらの、黒髪のお嬢さんなぁ…
わ、わしのことを、どう思うかのぉ…？
[wait][clear][end]"
msg_195,"わしのことを、思うたとおりに言うてくれ…
[end_choice][clear][end]"
msg_195_Choice1,シブい！
msg_195_Choice2,カッコいい！
msg_195_Choice3,かわいい！
msg_195_Choice4,没！
msg_196,"…で、そりゃ何っちゅう踊りなのかのぉ？
[end_choice][clear][end]"
msg_196_Choice1,「フラメンコ」スペインの踊りよ！
msg_196_Choice2,「盆踊り」カッコイイっしょ！
msg_196_Choice3,「踊り念仏」まっ、自己流だけどね
msg_197,"[color(yellow)][var(msg_var_0)][color(white)]
おおっ、妙案を思いついたぞい！！
その箱の中に、わしの唄を入れるんぢゃっ！！
[wait][clear][end]"
msg_198,"どうぢゃっ、わしの美声が聴きたかろうがっ！
[end_choice][clear][end]"
msg_198_Choice1,おうっ、ぜひ聴かせてくれ！！
msg_198_Choice2,俺を殺す気か！！
msg_198_Choice3,話を逸らすなっ！！
msg_199,"[color(yellow)][var(msg_var_0)][color(white)]
…おおお、酒が飲みとうなってきたぁ！
ちょうどええ具合に、酒の肴もそろうとる！
こりゃあもう、飲むしかないぢゃろうっ！！
[wait][clear][end]"
msg_200,"…誰か一人、つまみ物になってもらえんかのぉ？
[end_choice][clear][end]"
msg_200_Choice1,食いたきゃ、俺とサシで勝負しやがれ！
msg_200_Choice2,…うらら、お前行け。
msg_200_Choice3,いいわきゃねぇだろっ！！
msg_201,"[color(yellow)][var(msg_var_0)][color(white)]
…そういうときゃあ、大人はこれを飲むんぢゃ。
ささ、一献酌み交わそう…
わしも付き合うぞい…
[wait][clear][end]"
msg_202,"わしのとっておきぢゃ。遠慮はいらんよ…
[end_choice][clear][end]"
msg_202_Choice1,おうっ、さっさと注ぎやがれ！！
msg_202_Choice2,…ケッ、悪魔の酒なんか飲めっかよ！
msg_202_Choice3,それ…アルコールランプじゃねぇか？
msg_203,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんたちゃ、仲がええのぅ。
それにしても、おまえさんたちゃあ…
[wait][clear][end]"
msg_204,"…いったい、どういう集まりなんぢゃ？
[end_choice][clear][end]"
msg_204_Choice1,合コンだ。いい女がいねぇかな、ってさ…
msg_204_Choice2,反政府組織のテロ部隊だ。かっ、革命だあ！
msg_204_Choice3,悪魔退治に駆り出されちまってな…
msg_205,"[color(yellow)][var(msg_var_0)][color(white)]
しかし…、若い方のおまえさんなぁ…
おまえさんが応援しとるところは
なんでまたぁ、そんなに強いんぢゃ…？
[wait][clear][end]"
msg_206,"おまえさんとこの、強さの秘訣はなんぢゃ！？
[end_choice][clear][end]"
msg_206_Choice1,監督のカリスマ性、人徳だろうな…
msg_206_Choice2,やはり金だ！ショービジネスの基本だろう？
msg_207,"[color(yellow)][var(msg_var_0)][color(white)]
ところで、おまえさん…
おまえさんのようなしっかりモンはぁ
ゆくゆく、どういう仕事をするんぢゃろうか…？
[wait][clear][end]"
msg_208,"将来は、どうするつもりなんぢゃ…？
[end_choice][clear][end]"
msg_208_Choice1,事業を起こして、財界を仕切る！
msg_208_Choice2,政治家になって、政界を仕切る！
msg_208_Choice3,神となって、全宇宙を仕切る！！
msg_209,"[color(yellow)][var(msg_var_0)][color(white)]
それにしても…
おまえさんたち人間は、いつのまに
そんなに賢うなったんぢゃろうなぁ…
[wait][clear][end]"
msg_210,"いつからそんなに、賢うなったんぢゃあ…？
[end_choice][clear][end]"
msg_210_Choice1,人間はもともと知的な動物だ！！
msg_210_Choice2,ルネサンス以降、神への依存を捨ててからだ
msg_210_Choice3,悪魔の力が衰弱したのでは…？
msg_211,"[color(yellow)][var(msg_var_0)][color(white)]
人間は、もう悪魔を怖がらんのかのぉ…
怖がられんっちゅうのは、うれしいような…
寂しいようなぁ…
[wait][clear][end]"
msg_212,"おまえさんは、わしが恐ろしゅうないんか…？
[end_choice][clear][end]"
msg_212_Choice1,キャー、たすけてぇ！！
msg_212_Choice2,アンタじゃ、ちょっとねぇ…
msg_212_Choice3,怖がって欲しかったんだ…ゴメンね！
msg_213,"[color(yellow)][var(msg_var_0)][color(white)]
本当は、何か別のことが言いたいんぢゃろう…
わしゃあ、少々のことぢゃ怒らんから
思うままを言うてみなさい…
[wait][clear][end]"
msg_214,"本当は、何が言いたかったんぢゃ…？
[end_choice][clear][end]"
msg_214_Choice1,貴様のカードを寄越せ。
msg_214_Choice2,貴様と契約を結びたい。
msg_214_Choice3,死に水を取ってやろう！！
msg_215,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんは、ちと痩せすぎぢゃ。
あんまり痩せとると、ええ子供が産めん…
[wait][clear][end]"
msg_216,"一日三十食、きちんととっとるのかな…？
[end_choice][clear][end]"
msg_216_Choice1,Ｏｆ ｃｏｕｒｓｅ，常識ですわ！
msg_216_Choice2,Ｏｈ，人間は一日三食ですわ！
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
しかし…
人間の男と女は、たいそう仲良しぢゃと
聞いておったんぢゃがぁ…
[wait][clear][end]"
msg_218,"この頃は、あまり仲が良うないんかのぉ…？
[end_choice][clear][end]"
msg_218_Choice1,いえ、そういう訳ではありませんわ…
msg_218_Choice2,仲良くなるには互いの思いやりが必要ですわ
msg_218_Choice3,えぇ…９割方、男性が悪いんですわっ！！
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさん、そういう話が好きぢゃったら…
いっぺん地獄へ来てみんかぁ！？
地獄にゃあ、そういう話が山ほどあるんぢゃ！
[wait][clear][end]"
msg_220,"荷物まとめて、わしと一緒に地獄へ行こう…
[end_choice][clear][end]"
msg_220_Choice1,Ｎｏ ｗａｙ！冗談はおやめになって！！
msg_220_Choice2,Ｏｋａｙ，素敵なＴｏｕｒになりそうですわ
msg_220_Choice3,ち、ちょっと、Ｄａｄｄｙに聞いてみますわ
msg_221,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
「だぢー」と言うのは、お友達か何かかのぉ…？
その人も一緒に来るとええぞい…
[wait][clear][end]"
msg_222,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
そ、そそその「だぢー」っちゅうのは…
な、なんかしらんが、強そうぢゃあなぁぁ…
[wait][clear][end]"
msg_223,"[color(yellow)][var(msg_var_0)][color(white)]
思い返せば、五〇〇年前…
わしゃあ、まだ若かった…
[wait][clear][end]"
msg_224,"わしゃあ、あのこたぁ深う反省しとるんぢゃあ…
[end_choice][clear][end]"
msg_224_Choice1,なになにィ？ちょっと聞かせなさいよぉ！
msg_224_Choice2,反省して済むなら、警察はいらんっ！！
msg_224_Choice3,そんな昔のこと、忘れちゃいなさいよ…ね？
msg_225,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
腹が減って、ど、どうしようものうてなぁ…
まえの女房を、く、食い殺したんぢゃあぁぁ…
[wait][clear][end]"
msg_226,"おまえさんはぁ、何が言いたいんぢゃ…？
[end_choice][clear][end]"
msg_226_Choice1,カードをくれ…
msg_226_Choice2,契約してくれ…
msg_226_Choice3,あの人には指一本触れさせない…
msg_227,"ところでおまえさん、年ゃあ、いくつかのぉ？
[end_choice][clear][end]"
msg_227_Choice1,１８だ…
msg_227_Choice2,１８０だ…
msg_227_Choice3,おまえに教える義理はない…
msg_228,"[color(yellow)][var(msg_var_0)][color(white)]
じつは、わしにも弟がおるんぢゃ…
義理の弟ぢゃが、これがロクでもない男でなぁ…
わしのことを、旨そうぢゃから齧らせろと言う…
[wait][clear][end]"
msg_229,"…おまえさんは、そんなこたぁ言わんよなあ？
[end_choice][clear][end]"
msg_229_Choice1,言うワケない。悪魔とは違うんだ…
msg_229_Choice2,言いたくなるときも、ある…
msg_229_Choice3,…おまえ、旨そうだな！
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
わしも、若いころは大きな夢を描いとったよ…
今となっちゃあ、ただの笑い話ぢゃがのぉ…
[wait][clear][end]"
msg_231,"…どんな夢か、わかるかのぉ！？
[end_choice][clear][end]"
msg_231_Choice1,冥界の王になってやる…とか？
msg_231_Choice2,人間を腹いっぱい食ってみたい…とか？
msg_231_Choice3,フェラーリを乗り回してみたい…とか？
msg_232,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
それぢゃよ、それっ！！
なっ、おかしいぢゃろぉ～！？
[wait][clear][end]"
msg_233,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう、おまえさん！
ア、アアアレを見たことあるかのぉっ！？
空にこう、パァーッと火が散って…
[wait][clear][end]"
msg_234,"ありゃあいったい、なんなんぢゃっ！？
[end_choice][clear][end]"
msg_234_Choice1,花火
msg_234_Choice2,戦争
msg_234_Choice3,ビッグバン
msg_234_Choice4,合体魔法
msg_235,"[color(yellow)][var(msg_var_0)][color(white)]
おぉそうぢゃ、アレを聞いとかんと…
人間は昔からぁ、よぅ「戦争」をするぢゃろ！？
いつの時代も、どこの国もぢゃ…
[wait][clear][end]"
msg_236,"ありゃあ、そんなに楽しいんかのぉ…！？
[end_choice][clear][end]"
msg_236_Choice1,楽しい
msg_236_Choice2,嫌々やっている
msg_236_Choice3,人にもよる
msg_236_Choice4,わからない…
msg_237,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
そんなモンに付き合わされたら
かなわんわいのぉ！！
[wait][clear][end]"
msg_238,"[color(yellow)][var(msg_var_0)][color(white)]
あのなぁ、前からふしぎに思っとったんぢゃが…
人間のつかう言葉なぁ…
ありゃあ、ひとつぢゃないぢゃろぉ？
[wait][clear][end]"
msg_239,"なんで、ひとつにしないんぢゃあ…！？
[end_choice][clear][end]"
msg_239_Choice1,国が多すぎてまとめきれない
msg_239_Choice2,英語が事実上の国際語
msg_239_Choice3,海外旅行でスリルを味わうため
msg_240,"[color(yellow)][var(msg_var_0)][color(white)]
そうぢゃそうぢゃ、アレを聞かんと…
人間はときどき、口から煙を吐くぢゃろぉ？
鼻から吐くモンも、おるがのぉ…
[wait][clear][end]"
msg_241,"ありゃあいったい、なんのマネぢゃ…！？
[end_choice][clear][end]"
msg_241_Choice1,ある種の快楽行為
msg_241_Choice2,ある種の中毒行為
msg_241_Choice3,ある種の自殺行為
msg_242,"[color(yellow)][var(msg_var_0)][color(white)]
くわあぁぁっ！！
堪忍袋の緒が切れたあぁぁっ！！
[wait][clear][end]"
msg_243,"地獄へ連れ帰って、こらしめてやるぞいっ！！
[end_choice][clear][end]"
msg_243_Choice1,丁重に断る
msg_243_Choice2,素直に謝る
msg_243_Choice3,ここで決着をつける
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
ぬおっ、堪忍袋の尾が切れたぁーっ！！
おまえさんを、醜い動物に変えてやるっ！
せめてもの慈悲ぢゃ…動物は決めさせてやるぞい
[wait][clear][end]"
msg_245,"…で、どんな動物がええかな！？
[end_choice][clear][end]"
msg_245_Choice1,人間
msg_245_Choice2,ハムスター
msg_245_Choice3,アワビ
msg_245_Choice4,[var(msg_var_0)]
msg_246,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
今のままが、いちばんかあっ！
そりゃまあ、そうぢゃのぉ！！
[wait][clear][end]"
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
そりゃあ、案外えぇかもしれんのぉ…
しかし、チトむずかしいのぉ…
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
そりゃあ、動物っちゅうより
食いモンぢゃないかのおっ！！
[wait][clear][end]"
msg_249,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
どこかで聞いたような名前ぢゃなぁ…
なんぢゃったかのぉ…
[wait][clear][end]"
msg_250,"[color(yellow)][var(msg_var_0)][color(white)]
もうぅっ、我慢の限界ぢゃあぁぁ！！
………………………………………………
……………………あ～？ ありゃりゃっ？？
[wait][clear][end]"
msg_251,"…わしゃあ、なんで怒っとったんぢゃあ？？？
[end_choice][clear][end]"
msg_251_Choice1,人間の態度が悪いから
msg_251_Choice2,酒を切らしたから
msg_251_Choice3,怒ってなんかない
msg_252,"[color(yellow)][var(msg_var_0)][color(white)]
そうぢゃあぁぁっ！！
思い出したら、また腹が立ってきたぞい！！
[wait][clear][end]"
msg_253,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
そ、そんなハズはないんぢゃがぁ…
わ、わしゃ、いよいよボケたんぢゃろうかあぁ…
[wait][clear][end]"
msg_254,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんは、案外話せるんぢゃのぉ…
わしゃあ、うれしいぞい…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
そうぢゃっ、何かの役に立つかもしれん…
[color(green)][var(msg_var_4)][color(white)]のかーどを
[color(green)][var(msg_var_5)]まい[color(white)]持っていきなさい。
[wait][clear][end]"
msg_255,"[color(yellow)][var(msg_var_0)][color(white)]
それと[color(green)]フリータロット[color(white)]も[color(green)][var(msg_var_6)]まい[color(white)]やろう！
小遣いがわりぢゃ！
[wait][clear][end]"
msg_256,"[color(yellow)][var(msg_var_0)][color(white)]
なんぢゃあ、おまえさん！
かーどの持ちすぎぢゃよ！
残念ぢゃけど、これ以上かーどはやれん…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ご両親によろしゅうな…
[wait][clear][end]"
msg_257,"[color(yellow)][var(msg_var_0)][color(white)]
かーどはたいせつに使うんぢゃぞい…
[wait][clear][end]"
msg_258,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんには「ゆーもあ」があるのぉ！
…そうぢゃっ、わしと[color(green)]契約[color(white)]せんか！？
[wait][clear][end]"
msg_259,"[color(yellow)][var(msg_var_0)][color(white)]
…と思うたが、おまえさんは[color(green)]レベルが低い[color(white)]のぉ…
残念ぢゃがぁ、契約はできん。
その代わりと言うては、なんぢゃがのぉ…
[wait][clear][end]"
msg_260,"[color(yellow)][var(msg_var_0)][color(white)]
強うなったら、また会おうぞい！
[wait][clear][end]"
msg_261,"わしと[color(green)]契約[color(white)]してもかまわんな？
[end_choice][clear][end]"
msg_261_Choice1,はい
msg_261_Choice2,いいえ
msg_262,"[color(yellow)][var(msg_var_0)][color(white)]
これで決まりぢゃ、戦友ぢゃ！
また会うたら声をかけてくれ！
わしゃ、すぐ忘れるからのぉ…
[wait][clear][end]"
msg_263,"[color(yellow)][var(msg_var_0)][color(white)]
そうか…
残念ぢゃけど……おまえさんにも
いろいろ事情があるぢゃろうからなぁ…
[wait][clear][end]"
msg_264,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさん、おまえさん！！
契約のしすぎぢゃよっ！！
わしと契約したいなら[color(green)]契約破棄[color(white)]でもせんとな。
[wait][clear][end]"
msg_265,"どれか[color(green)]契約破棄[color(white)]するかのぉ？
[end_choice][clear][end]"
msg_265_Choice1,[pact_demon(0)]
msg_265_Choice2,[pact_demon(1)]
msg_265_Choice3,[pact_demon(2)]
msg_265_Choice4,やっぱりやめる
msg_266,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんと契約した、このわしが馬鹿ぢゃった！
この[color(green)]契約は、なかった事[color(white)]にするぞいっ！！
わしはもう知らんっ！ ぷんぷんぢゃあっ！！
[wait][clear][end]"
msg_267,"[color(yellow)][var(msg_var_0)][color(white)]
す、すまんがぁ…
こ、この契約はなかったことに…
そ、その…[color(green)]破棄[color(white)]させてくれんかのぉ…
[wait][clear][end]"
msg_268,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
も、もうたまらん…
さ、さらばぢゃあ…
[wait][clear][end]"
msg_269,"[color(yellow)][var(msg_var_0)][color(white)]
も、もう我慢ならんっ！！
こらしめてやるぞいっ！！
[wait][clear][end]"
msg_270,"[color(yellow)][var(msg_var_0)][color(white)]
おまえさんのぉ～ためなぁ～ら
エ～ンヤコ～ラぢゃ！！
[wait][clear][end]"
msg_271,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんには「ゆーもあ」があるのぉ…
笑わせてくれた礼に、何か土産を持たせたいがぁ
[wait][clear][end]"
msg_272,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ…
[color(green)][var(msg_var_1)][color(white)]をやろう！
たいせつにするんぢゃぞい…
[wait][clear][end]"
msg_273,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ…お駄賃をやろう！
[color(green)]￥[var(msg_var_2)][color(white)]ぢゃっ！
たいせつに使うんぢゃぞい…
[wait][clear][end]"
msg_274,"[color(yellow)][var(msg_var_0)][color(white)]
…と言うても、持ち合わせが何もないのぉ。
その代わりに……[color(green)]回復[color(white)]してやろう！！
親御さんに貰うた体は、たいせつにせんとな！
[wait][clear][end]"
msg_275,"[color(yellow)][var(msg_var_0)][color(white)]
サヨナラは言わんぞい！
…また会いたいからのぅ。
[wait][clear][end]"
msg_276,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ、おもしろい話を聴かせてやろう…
裏道のどこかに「武将の祠」なるモンが
あるそうぢゃ…
[wait][clear][end]"
msg_277,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ…「清姫」っちゅうお嬢さんを知っとるか？
「清姫」さんは、たいそうな綺麗好きぢゃとか…
あの床も、綺麗にしてもらえんかのぉ…
[wait][clear][end]"
msg_278,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ、おもしろい話を聴かせてやろう…
「Ｂ２るーと」は、お宝がザックザクぢゃとか…
本当なら、わしも行ってみたいのぉ…
[wait][clear][end]"
msg_279,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ、おもしろい話を聴かせてやろう…
「Ｂ３るーと」は、お宝がザックザクぢゃとか…
本当なら、わしも行ってみたいのぉ…
[wait][clear][end]"
msg_280,"[color(yellow)][var(msg_var_0)][color(white)]
そういや、この間…「らすぷーちん」っちゅう男が
「配電盤の鍵」を拾うたとか言うておったなぁ…
そんなモン、なんに使うんぢゃろうか…？
[wait][clear][end]"
msg_281,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ、この前気づいたんぢゃが…
鏡っちゅうモンは、左右が逆に映るんぢゃなぁ…
おまえさんは、知っとったかな？
[wait][clear][end]"
msg_282,"[color(yellow)][var(msg_var_0)][color(white)]
そういや、ここの一番下に「宝部屋」が
あるんぢゃが、なぜか入り口がないそうぢゃ…
どうやって入るんぢゃろうなぁ？
[wait][clear][end]"
msg_283,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ…「宝部屋」に入りたいぢゃろ？
ぢゃったら「りばいあさん」に頼んでみるとええ…
あの馬鹿力なら、部屋の壁も壊せるぢゃろう…
[wait][clear][end]"
msg_284,"[color(yellow)][var(msg_var_0)][color(white)]
ふむっ…「せける」っちゅう悪魔をしっとるか？
あいつの使う「まはまぐなす」っちゅう魔法は
ものすごい威力ぢゃったぞい！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あの威力なら、「閉じかけの跳ね橋」も
閉じてしまいそうぢゃわい！
[wait][clear][end]"
msg_285,"[color(yellow)][var(msg_var_0)][color(white)]
子供は、ええのぉ…
「かくれんぼ」なんぞして、誰にも見付けられんで
一人泣いてる子供なんぞもおったのぉ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
神社の裏なんぞに隠れては、いかんぞ…
そんな所じゃ、誰にも見付けてもらえんでのぉ…
[wait][clear][end]"
msg_286,[end]
msg_287,[end]
msg_288,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説の日本刀[color(white)]には
[color(orange)]隠れた力が宿っとる[color(white)]っちゅう噂なんぢゃ！
[wait][clear][end]"
msg_289,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説の日本刀[color(white)]は
[color(orange)]最強[color(white)]かもしれんっちゅう噂なんぢゃ！
[wait][clear][end]"
msg_290,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のハンドガン[color(white)]には
[color(orange)]隠れた力が宿っとる[color(white)]っちゅう噂なんぢゃ！
[wait][clear][end]"
msg_291,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のハンドガン[color(white)]は
[color(orange)]最強[color(white)]かもしれんっちゅう噂なんぢゃ！
[wait][clear][end]"
msg_292,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のコイン[color(white)]には
[color(orange)]隠れた力が宿っとる[color(white)]っちゅう噂なんぢゃ！
[wait][clear][end]"
msg_293,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のコイン[color(white)]は
[color(orange)]最強[color(white)]かもしれんっちゅう噂なんぢゃ！
[wait][clear][end]"
msg_294,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のグラブ[color(white)]には
[color(orange)]隠れた力が宿っとる[color(white)]っちゅう噂なんぢゃ！
[wait][clear][end]"
msg_295,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のグラブ[color(white)]は
[color(orange)]最強[color(white)]かもしれんっちゅう噂なんぢゃ！
[wait][clear][end]"
msg_296,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のレイピア[color(white)]には
[color(orange)]隠れた力が宿っとる[color(white)]っちゅう噂なんぢゃ！
[wait][clear][end]"
msg_297,"[color(yellow)][var(msg_var_0)][color(white)]
ここだけの話ぢゃぞい…
じつはなぁ、[color(orange)]伝説のレイピア[color(white)]は
[color(orange)]最強[color(white)]かもしれんっちゅう噂なんぢゃ！
[wait][clear][end]"
msg_298,"[color(yellow)][var(msg_var_0)][color(white)]
しかも、[color(orange)]たいそう強い[color(white)]らしいぞい！
[wait][clear][end]"
msg_299,"[color(yellow)][var(msg_var_0)][color(white)]
ぢゃが…
[color(orange)]弱い[color(white)]っちゅう話ぢゃ！
ふぉっふぉっふぉ！
[wait][clear][end]"
msg_300,"[color(yellow)][var(msg_var_0)][color(white)]
そんなに強うはないんぢゃが
[color(orange)]ほかの秘密の魔法と合体[color(white)]するらしいぞい！
[wait][clear][end]"
msg_301,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックランタンっちゅう悪魔を知っとるか？
あいつは[color(orange)]ダイナミックアギラオ[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_302,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックフロストっちゅう悪魔を知っとるか？
あいつは[color(orange)]ダイナミックブフーラ[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_303,"[color(yellow)][var(msg_var_0)][color(white)]
スチュパリデスっちゅう悪魔を知っとるか？
あいつは[color(orange)]デンジャラスガルーラ[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_304,"[color(yellow)][var(msg_var_0)][color(white)]
バルバトスっちゅう悪魔を知っとるか？
あいつは[color(orange)]グレイトマグナス[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_305,"[color(yellow)][var(msg_var_0)][color(white)]
アンクウっちゅう悪魔を知っとるか？
あいつは[color(orange)]ハイパージオンガ[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_306,"[color(yellow)][var(msg_var_0)][color(white)]
カナロアっちゅう悪魔を知っとるか？
あいつは[color(orange)]ワンダフルアクエス[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_307,"[color(yellow)][var(msg_var_0)][color(white)]
デメテールっちゅう悪魔を知っとるか？
あいつは[color(orange)]ウルトラフレイラ[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
msg_308,"[color(yellow)][var(msg_var_0)][color(white)]
サキュバスっちゅう悪魔を知っとるか？
あいつは[color(orange)]超メギド[color(white)]っちゅう
魔法を隠し持っとるそうぢゃ！
[wait][clear][end]"
