﻿msg_0,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_187,"[color(yellow)][var(msg_var_0)][color(white)]
そうだホ～！
いっくホ～！！ ぜったいあたるっ…
[var(msg_var_0)]うらなあ～～～い！！
[wait][clear][end]"
msg_188,"ところで……うらないって、どうやるんだホ～？
[end_choice][clear][end]"
msg_188_Choice1,筮竹や水晶を使ったり…ま、色々だわ
msg_188_Choice2,企業秘密よ。なぁんてね！
msg_188_Choice3,アンタさっき、何見てたの～！？
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、なかなかするどいホ～！
ホホホホホ…
[wait][clear][end]"
msg_190,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ…
オイラもオトナになったら、キミたちの
おはなし、わかるようになるホ～？
[wait][clear][end]"
msg_191,"オトナになれば、オイラもわかるホ～？
[end_choice][clear][end]"
msg_191_Choice1,うん、絶対わかるって！
msg_191_Choice2,いやぁ、男にゃムリでしょ！
msg_191_Choice3,へぇ～っ、アンタって大人になれるんだ？
msg_192,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇ…なんでホカホカしてきたホ～？
キミ、わかるホ～？
[wait][clear][end]"
msg_193,"ねぇ、なんでホカホカしてきたホ～？
[end_choice][clear][end]"
msg_193_Choice1,バルセロナの風が吹いてきたのかも！
msg_193_Choice2,踊りを見てたから、かな…
msg_193_Choice3,熱があるんじゃない？
msg_194,"ねぇ…ハコのなかって、どうなってるホ～？
[end_choice][clear][end]"
msg_194_Choice1,機械がギッシリ詰まってるぜ！
msg_194_Choice2,[var(msg_var_0)]が入ってるぜ！
msg_194_Choice3,話逸らすんじゃねぇっ！！
msg_195,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、いいコトおもいついたホ～！
オイラがおさけをつくって、おじいちゃんに
プレゼントするんだホ～！
[wait][clear][end]"
msg_196,"…ねぇ、おさけって、どうやってつくるホ～？
[end_choice][clear][end]"
msg_196_Choice1,穀物とか果実を発酵させて作るんだ
msg_196_Choice2,素人にゃあ無理だ。買ってきた方が早いぜ
msg_196_Choice3,教えてやっから、カード出せや！
msg_197,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ、キミキミ！
キミって、つかれてるホ～？
[wait][clear][end]"
msg_198,"ねぇねぇ、なんでつかれてるホ～…！？
[end_choice][clear][end]"
msg_198_Choice1,年取ると疲れやすくなるんだ…
msg_198_Choice2,へへ、ガキにゃわかんねぇよ…
msg_198_Choice3,悪魔に憑かれちまったぜ！！
msg_199,"ね…キミキミ、なんでないてるホ～？
[end_choice][clear][end]"
msg_199_Choice1,うっうっ…色々あるんだよ、僕だってさ…
msg_199_Choice2,うっうっ…か、花粉症なんだぁ…ッション！
msg_199_Choice3,うっうっ…君にはわかんないよ…
msg_200,"[color(yellow)][var(msg_var_0)][color(white)]
それで…
キミたちって、なんで
ケンカしてたホ～？
[wait][clear][end]"
msg_201,"…なんのコトで、ケンカしてたホ～？
[end_choice][clear][end]"
msg_201_Choice1,野球という遊びについて、議論しただけだ
msg_201_Choice2,人間の生き方について、討論しただけだ
msg_201_Choice3,そんな事も解からんのか？所詮子供だな…
msg_202,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ！
オイラも、キミくらいのとしになったら
ふしぎなコトバ、つかえるようになるホ～！？
[wait][clear][end]"
msg_203,"ふしぎなコトバ、はやくつかいたいホ～！
[end_choice][clear][end]"
msg_203_Choice1,三日書を読まざれば語言味なし…本を読め
msg_203_Choice2,狂言綺語は慎むべきだ。自分の言葉で語れ
msg_203_Choice3,貴様の言葉は十分フシギだ！
msg_204,"[color(yellow)][var(msg_var_0)][color(white)]
あれ？
なんでキミ…
オイラのなまえ、しってるホ～？
[wait][clear][end]"
msg_205,"オイラのなまえ、どこでしったホ～…？
[end_choice][clear][end]"
msg_205_Choice1,貴君の名を知らぬ人間など、一人もいません
msg_205_Choice2,まぁ、色々あるんだ。詮索するな。
msg_205_Choice3,友人にオカルトマニアがいたものでな…
msg_206,"[color(yellow)][var(msg_var_0)][color(white)]
ホントはにんげんと、ともだちになっちゃ
いけないって、パパにいわれてるホ～…
でも、「ペット」にするならいいんだホ～！
[wait][clear][end]"
msg_207,"じゃあ、オイラの「ペット」ってコトで…
[end_choice][clear][end]"
msg_207_Choice1,いいワケないっしょ！！
msg_207_Choice2,いいよ！もう、好きにしてン♥
msg_207_Choice3,それより…アンタをペットにしたいわ！！
msg_208,"きっとオイラのコトが、きになるんだホ～！！
[end_choice][clear][end]"
msg_208_Choice1,ええ、貴公の事を想うと夜もつゆ眠れず…
msg_208_Choice2,うむ、貴様を俺の奴隷にしてくれようかと…
msg_208_Choice3,つけあがるのも程々にしろ！！
msg_209,"ねぇねぇ、そのフク…オイラもきてみたいホ～！
[end_choice][clear][end]"
msg_209_Choice1,Ｏｋａｙ，意外とお似合いになるかも…
msg_209_Choice2,Ｏｈ，これはＢｏｙの服ではありませんわ
msg_209_Choice3,Ｄｅｍｏｎに着せると服が穢れますわ！！
msg_210,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ！
どうして、にんげんのオトコのヒトって
オンナのヒトより、つよいホ～！？
[wait][clear][end]"
msg_211,"オトコのヒトって、どこがつよいホ～？
[end_choice][clear][end]"
msg_211_Choice1,Ａｈ，社会的に強い立場にあるんです
msg_211_Choice2,Ｍｕｓｃｌｅ…腕の力が強いだけですわ
msg_211_Choice3,強がってるだけで、実は強くないんです
msg_212,"[color(yellow)][var(msg_var_0)][color(white)]
にんげんって、おもってたより
ヨワムシなんだホ～…
ホホホッ！
[wait][clear][end]"
msg_213,"どうして、そんなにヨワムシなんだホ～？
[end_choice][clear][end]"
msg_213_Choice1,まだ死んだことがないからでしょう…
msg_213_Choice2,Ｏｈ，Ｄｅｍｏｎが強すぎるんですわ！
msg_213_Choice3,弱虫かどうか、一戦交えてみましょう！
msg_214,"[color(yellow)][var(msg_var_0)][color(white)]
ホホッ！
オイラと「ちからくらべ」がしたいホ～？
にんげんなのに、ユウキがあるホ～…
[wait][clear][end]"
msg_215,"[color(yellow)][var(msg_var_0)][color(white)]
ホッ！！
…ってコトは、にんげんの
オンナのヒトって…！！
[wait][clear][end]"
msg_216,"「せいぎのみかた」なのホ～！？
[end_choice][clear][end]"
msg_216_Choice1,そうよ。シュワ～ッチってね！
msg_216_Choice2,アンタ…ひょっとして、かなりバカ！？
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
むねのところが、くるしくなって…
ドキドキドキドキいってるホ～！！
[wait][clear][end]"
msg_218,"これっていったい、なんなのホ～？
[end_choice][clear][end]"
msg_218_Choice1,俺に一目惚れか、やれやれ…
msg_218_Choice2,よせっ、俺にそんな趣味はない…ハズだ
msg_218_Choice3,胸に時限爆弾でも仕掛けられたのか？
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
よお～しっ！！
オイラ、キミと「しょうぶ」するホ～！！
…えぇと、どんな「しょうぶ」にしようかホ～？
[wait][clear][end]"
msg_220,"キミのすきな「しょうぶ」でいいホ～！
[end_choice][clear][end]"
msg_220_Choice1,男なら、力で勝負だ！
msg_220_Choice2,男なら、顔で勝負だ！
msg_220_Choice3,ジャンケンしよっか…
msg_221,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ、キミって
おとうとのコト…
なんてよんでたホ～！？
[wait][clear][end]"
msg_222,"なんてよんでたのか、きになるんだホ～！
[end_choice][clear][end]"
msg_222_Choice1,呼び捨てだな…男兄弟だからね。
msg_222_Choice2,あだ名で呼んでいたな…昔は…
msg_222_Choice3,何故か「弟」って呼んでいたような…
msg_223,"[color(yellow)][var(msg_var_0)][color(white)]
…あれぇ？
キミって、コドモかホ～？
キミって、オトナ？ コドモ？
[wait][clear][end]"
msg_224,"…オトナ？ コドモ？ どっちだホ～！？
[end_choice][clear][end]"
msg_224_Choice1,お前よりは大人だ
msg_224_Choice2,お前と同じ…ガキだ
msg_224_Choice3,実はお前より年下だ
msg_225,"[color(yellow)][var(msg_var_0)][color(white)]
キミキミ！
アクマとにんげんを、いっしょにしないでホ～！
シツレイだホ～…
[wait][clear][end]"
msg_226,"[color(yellow)][var(msg_var_0)][color(white)]
きのう、にんげんのコがカミをあらってたから
せなかをトン、トンって、たたいたホ～…
そしたらそのコ、びっくりしてなきだしたホ～！
[wait][clear][end]"
msg_227,"…ねぇ、どうしてなくんだホ～？
[end_choice][clear][end]"
msg_227_Choice1,キミが悪魔だから
msg_227_Choice2,急に背中をたたいたから
msg_227_Choice3,髪を洗うのが嫌だったから
msg_228,"[color(yellow)][var(msg_var_0)][color(white)]
オイラ、まえからきになってたホ～…
にんげんがバナナみたいなのをみみにあてて
ひとりでしゃべってるホ～…
[wait][clear][end]"
msg_229,"あれって…なにやってるんだホ～？
[end_choice][clear][end]"
msg_229_Choice1,遠くの人とお話してる
msg_229_Choice2,独り言をつぶやいてる
msg_229_Choice3,ＪＯＫＥＲ様を呼び出している
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう…
にんげんにシツモンがあるんだホ～！
[wait][clear][end]"
msg_231,"「うちゅうじん」って…にんげんなのホ～？
[end_choice][clear][end]"
msg_231_Choice1,そういうことになっている
msg_231_Choice2,むしろ悪魔に近い
msg_231_Choice3,宇宙人なんていない
msg_232,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう！
にんげんのがっこうに、がいこつがあったホ～！
あれはたぶん、ひあぶりにされたんだホ～！
[wait][clear][end]"
msg_233,"…なにか、わるいコトでもしたのかホ～？？？
[end_choice][clear][end]"
msg_233_Choice1,悪魔と契約を結んだ
msg_233_Choice2,給食のコッペパンを残した
msg_233_Choice3,あれはニセモノ
msg_234,"[color(yellow)][var(msg_var_0)][color(white)]
もうオイラ、ホントにおこっちゃったホ～！！
ホントだホ～！ ホントにおこってんだホ～！
…で、ちょっとききたいコトがあるんだホ～…
[wait][clear][end]"
msg_235,"おこると、なにがふえるんだホ～…？
[end_choice][clear][end]"
msg_235_Choice1,小じわが増える
msg_235_Choice2,お小遣いが増える
msg_235_Choice3,ワカメが増える
msg_235_Choice4,何も増えない
msg_236,"[color(yellow)][var(msg_var_0)][color(white)]
にんげんは、かみさまがつくったって
きいたホ～。でもなんかウソっぽいホ～！
だって、すっごい「ばか」だホ～！！
[wait][clear][end]"
msg_237,"…ホントに、かみさまがつくったホ～！？
[end_choice][clear][end]"
msg_237_Choice1,人間も悪魔も、神様が創った
msg_237_Choice2,神様も悪魔も、人間が創った
msg_237_Choice3,神様が悪魔を創り、悪魔が人間を創った
msg_238,"[color(yellow)][var(msg_var_0)][color(white)]
それじゃあ、オイラたち
とおいシンセキなんだホ～！！
なんだか、うれしいホ～𝅘𝅥𝅮
[wait][clear][end]"
msg_239,"[color(yellow)][var(msg_var_0)][color(white)]
にんげんはシンケイのふといいきものだって
パパがいってたけど、ホントにホントだホ～！！
まったくまったく！
[wait][clear][end]"
msg_240,"…シンケイのふとさ、どれくらいあるホ～？
[end_choice][clear][end]"
msg_240_Choice1,悪魔と同じ
msg_240_Choice2,正月用のシメ縄級
msg_240_Choice3,細すぎて見えない
msg_240_Choice4,余計なお世話！
msg_241,"[color(yellow)][var(msg_var_0)][color(white)]
あっ！
オイラそろそろ、おうちにかえるホ～…
またこんど、きっとあえるホ～！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
でもでも、パパにはナイショだホ～！
にんげんとなかよくすると
しかられちゃうホ～…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
だからオイラたち、こっそりあうホ～！
[color(green)][var(msg_var_4)][color(white)]のカード[color(green)][var(msg_var_5)]まい[color(white)]！
おともだちのシルシだホ～！
[wait][clear][end]"
msg_242,"[color(yellow)][var(msg_var_0)][color(white)]
あと[color(green)]フリータロット[color(white)]、[color(green)][var(msg_var_6)]まい[color(white)]もあげるホ～！
オイラって「ふとっぱら」だホ～！
[wait][clear][end]"
msg_243,"[color(yellow)][var(msg_var_0)][color(white)]
ホホッ！
カード、もちきれないみたいだホ～！
よくこんなにあつめたホ～…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ざんねんだけど、バイバイするホ～！
またこんど、ぜったいあそびにきてホ～！
[wait][clear][end]"
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
ホホッ！
カード、もちきれないみたいだホ～！
よくこんなにあつめたホ～…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
「たいけんばん」なのに…
「おはなしずき」なんだホ～。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
カードは、あげられないけど
また、あそびにきてホ～！
[wait][clear][end]"
msg_245,"[color(yellow)][var(msg_var_0)][color(white)]
またきてホ～！ やくそくだホ～！
[wait][clear][end]"
msg_246,"[color(yellow)][var(msg_var_0)][color(white)]
あー、おもしろかったホ～！
こんなにケラケラわらったの、ひさしぶりだホ～！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう…
オイラと[color(green)]「けいやく」[color(white)]してみるホ～！？
ねっ、そうするホ～！！
[wait][clear][end]"
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
…とおもったけど、[color(green)]レベルがちがいすぎて
「けいやく」できない[color(white)]みたいだホ～！
しかたがないから、かわりに…
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
つよくなったら、またあうホ～！
オイラ、ずっとまってるホ～！
[wait][clear][end]"
msg_249,"[color(green)]けいやく[color(white)]するひと、このユビとまるホ～！
[end_choice][clear][end]"
msg_249_Choice1,とまる
msg_249_Choice2,とまらない
msg_250,"[color(yellow)][var(msg_var_0)][color(white)]
やったあ～っ！！
オイラたち、きょうから「しんゆう」だホ～！
こんどあったとき、はなしかけてホ～！
[wait][clear][end]"
msg_251,"[color(yellow)][var(msg_var_0)][color(white)]
あれぇっ！
ざんねんだホ～…
でも、またあそんでホ～！
[wait][clear][end]"
msg_252,"[color(yellow)][var(msg_var_0)][color(white)]
ホホッ！？
ひょっとして、みっつもけいやくしてるホ～？
だったら、どれか[color(green)]「はき」[color(white)]するホ～！
[wait][clear][end]"
msg_253,"どのけいやく、[color(green)]はき[color(white)]するホ～？
[end_choice][clear][end]"
msg_253_Choice1,[pact_demon(0)]
msg_253_Choice2,[pact_demon(1)]
msg_253_Choice3,[pact_demon(2)]
msg_253_Choice4,やっぱりやめる
msg_254,"[color(yellow)][var(msg_var_0)][color(white)]
あーっ！！
[color(green)]けいやく[color(white)]なんかするんじゃなかったホ～！
もう、[color(green)]ぜっこう[color(white)]だホ～！！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
アッカンベ～っだホ～！
にんげんなんてキライだホ～！
もう、ぜったいあそんでやらないホ～！！
[wait][clear][end]"
msg_255,"[color(yellow)][var(msg_var_0)][color(white)]
コ、コワいホ～…
オ、オイラもう…[color(green)]「けいやく」やめる[color(white)]ホ～…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
お、おこらないでホ～…
おこったらオイラ、ないちゃうホ～…
じ、じゃあまたホ～…
[wait][clear][end]"
msg_256,"[color(yellow)][var(msg_var_0)][color(white)]
コ、コワいホ～！！
[wait][clear][end]"
msg_257,"[color(yellow)][var(msg_var_0)][color(white)]
キミキミ！！
ユルさないんだホ～！！
[wait][clear][end]"
msg_258,"[color(yellow)][var(msg_var_0)][color(white)]
エヘッ、エヘヘッ、エヘヘヘ～ッ！！
オ、オイラァ、なんだかにんげんのコト
だいすきだホ～♥
[wait][clear][end]"
msg_259,"[color(yellow)][var(msg_var_0)][color(white)]
あ～、たのしかったホ～！！
なにか、おれいをしなくちゃホ～！
じゃあ…
[wait][clear][end]"
msg_260,"[color(yellow)][var(msg_var_0)][color(white)]
[color(green)][var(msg_var_1)][color(white)]あげるホ～！
オイラのたからものだホ～！
[wait][clear][end]"
msg_261,"[color(yellow)][var(msg_var_0)][color(white)]
オイラのきょうのおやつだい…
[color(green)]￥[var(msg_var_2)][color(white)]あげちゃうホ～！
「えんりょ」しないで、うけとってホ～！
[wait][clear][end]"
msg_262,"[color(yellow)][var(msg_var_0)][color(white)]
[color(green)]おケガ[color(white)]、なおしてあげるホ～！
いたいのいたいの、てんごくまで
とんでけだホ～！！
[wait][clear][end]"
msg_263,"[color(yellow)][var(msg_var_0)][color(white)]
それじゃあ、バイバイだホ～！
[wait][clear][end]"
msg_264,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう、うらみちのどこかに
「ぶしょーのほこら」っていうのがあるんだホ～！
「ぶしょー」ってなにかなホ～？
[wait][clear][end]"
msg_265,"[color(yellow)][var(msg_var_0)][color(white)]
「きよひめ」って「おねえちゃん」しってるホ～？
みかけによらずキレイずきなんだホ～！
あのユカもキレイにしてくれるかホ～？
[wait][clear][end]"
msg_266,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう「Ｂ２ルート」は、おたからザクザクって
ウワサなんだホ～！
オイラも、おたからほしいホ～…
[wait][clear][end]"
msg_267,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう「Ｂ３ルート」は、おたからザクザクって
ウワサなんだホ～！
オイラも、おたからほしいホ～…
[wait][clear][end]"
msg_268,"[color(yellow)][var(msg_var_0)][color(white)]
このまえ、「らすぷーちん」っておじさんが
「はいでんばんのカギ」ひろったっていってたホ～
そんなもの、なんにつかうのかホ～？
[wait][clear][end]"
msg_269,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう、このまえきづいたんだけど
カガミってミギヒダリぎゃくにうつるんだホ～！
ねぇねぇ、キミはしってたホ～？
[wait][clear][end]"
msg_270,"[color(yellow)][var(msg_var_0)][color(white)]
そうそう、ここのいちばんシタに「たからべや」が
あるんだけど、いりぐちがないんだホ～…
どうやって、はいるのかホ～？
[wait][clear][end]"
msg_271,"[color(yellow)][var(msg_var_0)][color(white)]
「たからべや」に、はいりたいホ～？
なら「りばいあさん」にたのんでみるホ～！
あの「かいじゅう」ならカベもこわすホ～！
[wait][clear][end]"
msg_272,"[color(yellow)][var(msg_var_0)][color(white)]
このまえ、「せける」ってアクマが
「まはまぐなす」ってまほうつかってたホ～！
すごいイリョクだったホ～！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あのイリョクなら、「とじかけのハネバシ」も
とじちゃうホ～！
[wait][clear][end]"
msg_273,"[color(yellow)][var(msg_var_0)][color(white)]
キミキミ！ ３ねんＢぐみのヒだったら
オイラのしんゆう「ジャックフロスト」が
きっと、けしてくれるホ～！
[wait][clear][end]"
msg_274,[end]
msg_275,[end]
msg_276,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのにほんとう[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサだホ～！
[wait][clear][end]"
msg_277,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのにほんとう[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサだホ～！
[wait][clear][end]"
msg_278,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのハンドガン[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサだホ～！
[wait][clear][end]"
msg_279,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのハンドガン[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサだホ～！
[wait][clear][end]"
msg_280,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのコイン[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサだホ～！
[wait][clear][end]"
msg_281,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのコイン[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサだホ～！
[wait][clear][end]"
msg_282,"[color(yellow)][var(msg_var_0)][color(white)]
これは、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのグラブ[color(white)]は
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサだホ～！
[wait][clear][end]"
msg_283,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのグラブ[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサだホ～！
[wait][clear][end]"
msg_284,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのレイピア[color(white)]は
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサだホ～！
[wait][clear][end]"
msg_285,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだホ～！
じつは、[color(orange)]でんせつのレイピア[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサだホ～！
[wait][clear][end]"
msg_286,"[color(yellow)][var(msg_var_0)][color(white)]
しかも、[color(orange)]すごくツヨい[color(white)]らしいホ～！
[wait][clear][end]"
msg_287,"[color(yellow)][var(msg_var_0)][color(white)]
でもでも…
[color(orange)]よわい[color(white)]らしいホ～！
プププッ！
[wait][clear][end]"
msg_288,"[color(yellow)][var(msg_var_0)][color(white)]
そんなにつよくないんだけど
[color(orange)]ほかのひみつのまほうとガッタイする[color(white)]らしいホ～！
ガッタイってカッコいいホ～！
[wait][clear][end]"
msg_289,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックランタンってアクマしってるホ～？
じつは、[color(orange)]ダイナミックアギラオ[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_290,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックフロストってアクマしってるホ～？
じつは、[color(orange)]アトミックブフーラ[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_291,"[color(yellow)][var(msg_var_0)][color(white)]
スチュパリデスってアクマしってるホ～？
じつは、[color(orange)]デンジャラスガルーラ[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_292,"[color(yellow)][var(msg_var_0)][color(white)]
バルバトスってアクマしってるホ～？
じつは、[color(orange)]グレイトマグナス[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_293,"[color(yellow)][var(msg_var_0)][color(white)]
アンクウってアクマしってるホ～？
じつは、[color(orange)]ハイパージオンガ[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_294,"[color(yellow)][var(msg_var_0)][color(white)]
カナロアってアクマしってるホ～？
じつは、[color(orange)]ワンダフルアクエス[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_295,"[color(yellow)][var(msg_var_0)][color(white)]
デメテールってアクマしってるホ～？
じつは、[color(orange)]ウルトラフレイラ[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_296,"[color(yellow)][var(msg_var_0)][color(white)]
サキュバスってアクマしってるホ～？
じつは、[color(orange)]超メギド[color(white)]って
まほうをかくしもってるんだホ～！
[wait][clear][end]"
msg_297,"[color(yellow)][var(msg_var_0)][color(white)]
え～っと…あっ！
あんまりオシャベリだと、おこられちゃうホ～…
そのかわり…
[wait][clear][end]"
msg_298,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、オイラと「けいやく」してるホ～！
なら「やくそく」どおり、おてつだいするホ～！
[wait][clear]
[end]"
msg_299,"オイラは、どうしたらいいホ～？
[end_choice][clear][end]"
msg_299_Choice1,アイテムが欲しい
msg_299_Choice2,お金が欲しい
msg_299_Choice3,情報が欲しい
msg_299_Choice4,[if(CBIT_HEAR_RUMOR)]噂を流して欲しい
msg_300,"オイラは、どうしたらいいホ～？
[end_choice][clear][end]"
msg_300_Choice1,アイテムが欲しい
msg_300_Choice2,お金が欲しい
msg_300_Choice3,情報が欲しい
msg_300_Choice4,[if(CBIT_HEAR_RUMOR)]噂を流して欲しい
msg_300_Choice5,[if(CBIT_HEAR_HIKESI)][if(DBIT_NPC_JACK4)]火を消して欲しい
msg_301,"どんなウワサをながせばいいホ～？
[end_choice][clear][end]"
msg_301_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_301_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_301_Choice3,特に無い
msg_302,"どんなウワサをながせばいいホ～？
[end_choice][clear][end]"
msg_302_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_302_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_302_Choice3,[if(CBIT_HEAR_MAP1)]このダンジョンの噂
msg_302_Choice4,特に無い
msg_303,"[color(yellow)][var(msg_var_0)][color(white)]
そのウワサ、もう、みんな、しってるホ～！
ほかのウワサがいいホ～…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ほかにウワサないホ～？
[wait][clear][end]"
msg_304,"どんな「ぶき」ホ～？
[end_choice][clear][end]"
msg_304_Choice1,[if(CBIT_HEAR_SWD)]伝説の日本刀
msg_304_Choice2,[if(CBIT_HEAR_GUN)]伝説のハンドガン
msg_304_Choice3,[if(CBIT_HEAR_GTR)]伝説のコイン
msg_304_Choice4,[if(CBIT_HEAR_FST)]伝説のグラブ
msg_304_Choice5,[if(CBIT_HEAR_FLW)]伝説のレイピア
msg_304_Choice6,やっぱりやめる
msg_305,"だれの「まほう」ホ～？
[end_choice][clear][end]"
msg_305_Choice1,[if(CBIT_HEAR_AGI)]ジャックランタン
msg_305_Choice2,[if(CBIT_HEAR_BUF)]ジャックフロスト
msg_305_Choice3,[if(CBIT_HEAR_GAR)]スチュパリデス
msg_305_Choice4,[if(CBIT_HEAR_MAG)]バルバトス
msg_305_Choice5,[if(CBIT_RESERVE_Ff)]他の悪魔
msg_305_Choice6,やっぱりやめる
msg_306,"だれの「まほう」ホ～？
[end_choice][clear][end]"
msg_306_Choice1,[if(CBIT_HEAR_JIO)]アンクウ
msg_306_Choice2,[if(CBIT_HEAR_AQU)]カナロア
msg_306_Choice3,[if(CBIT_HEAR_FRA)]デメテール
msg_306_Choice4,[if(CBIT_HEAR_MEG)]サキュバス
msg_306_Choice5,[if(CBIT_RESERVE_Fe)]他の悪魔
msg_306_Choice6,やっぱりやめる
msg_307,"どういうウワサだホ～？
[end_choice][clear][end]"
msg_307_Choice1,[if(CBIT_HEAR_MAP1)]管制室の配電盤が隠し部屋に通じている
msg_307_Choice2,[if(CBIT_HEAR_MAP2)]制御室の開かずの扉から廃液処理場に行ける
msg_307_Choice3,やっぱりやめる
msg_308,"その「にほんとう」がどうしたホ～？
[end_choice][clear][end]"
msg_308_Choice1,[if(CBIT_HEAR_SWD_G)][if_not(IBIT_SWD_LGND_G)]実は最強？
msg_308_Choice2,[if(CBIT_HEAR_SWD_L)][if_not(IBIT_SWD_LGND_S)]隠された力がある
msg_308_Choice3,[if_not(IBIT_SWD_LGND_N)]やっぱり普通
msg_308_Choice4,[if_not(IBIT_SWD_LGND_B)]やっぱりやめる
msg_309,"その「ハンドガン」がどうしたホ～？
[end_choice][clear][end]"
msg_309_Choice1,[if(CBIT_HEAR_GUN_G)][if_not(IBIT_GUN_LGND_G)]実は最強？
msg_309_Choice2,[if(CBIT_HEAR_GUN_L)][if_not(IBIT_GUN_LGND_S)]隠された力がある
msg_309_Choice3,[if_not(IBIT_GUN_LGND_N)]やっぱり普通
msg_309_Choice4,[if_not(IBIT_GUN_LGND_B)]やっぱりやめる
msg_310,"その「コイン」がどうしたホ～？
[end_choice][clear][end]"
msg_310_Choice1,[if(CBIT_HEAR_GTR_G)][if_not(IBIT_CON_LGND_G)]実は最強？
msg_310_Choice2,[if(CBIT_HEAR_GTR_L)][if_not(IBIT_CON_LGND_S)]隠された力がある
msg_310_Choice3,[if_not(IBIT_CON_LGND_N)]やっぱり普通
msg_310_Choice4,[if_not(IBIT_CON_LGND_B)]やっぱりやめる
