﻿msg_0,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_184_Choice3,そんな事も解からんのか？所詮子供だな…
msg_185,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ！
ぼくも、おじちゃんくらいのおとしになったら
ふしぎなコトバ、つかえるようになるかなぁ！？
[wait][clear][end]"
msg_186,"おじちゃんみたいなコトバ、はやくつかいたいなぁ
[end_choice][clear][end]"
msg_186_Choice1,三日書を読まざれば語言味なし…本を読め
msg_186_Choice2,狂言綺語は慎むべきだ。自分の言葉で語れ
msg_186_Choice3,おじちゃんと呼ぶな！俺はまだ二十歳だ！！
msg_187,"[color(yellow)][var(msg_var_0)][color(white)]
そ、そんなあ…
ぼく、「じ」がよめないのにぃ…
うっ、うっ…
[wait][clear][end]"
msg_188,"[color(yellow)][var(msg_var_0)][color(white)]
ふんふん…
やっぱり「おじちゃん」って
むずかしいコトバ、よくしってるんだね！
[wait][clear][end]"
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
あれ？
なんでおじちゃん…
ぼくのなまえ、しってるのぉ？
[wait][clear][end]"
msg_190,"ぼくのなまえ、どこでしったの…？
[end_choice][clear][end]"
msg_190_Choice1,貴君の名を知らぬ人間など、一人もいません
msg_190_Choice2,まぁ、色々あるんだ。詮索するな。
msg_190_Choice3,友人にオカルトマニアがいたものでな…
msg_191,"[color(yellow)][var(msg_var_0)][color(white)]
ホントはね、にんげんとおともだちになっちゃ
いけないって、パパにいわれてるんだ…
でもね、「ペット」にするならいいんだって。
[wait][clear][end]"
msg_192,"…ねぇ、ぼくの「ペット」ってコトで、いい？
[end_choice][clear][end]"
msg_192_Choice1,いいワケないっしょ！！
msg_192_Choice2,いいよ！もう、好きにしてン♥
msg_192_Choice3,それより…アンタをペットにしたいわ！！
msg_193,"ね…ぼくのコトが、きになるんだよね！？
[end_choice][clear][end]"
msg_193_Choice1,ええ、貴公の事を想うと夜もつゆ眠れず…
msg_193_Choice2,うむ、貴様を俺の奴隷にしてくれようかと…
msg_193_Choice3,つけあがるのも程々にしろ！！
msg_194,"ねぇ、そのフクぼくもきてみていいかな…？
[end_choice][clear][end]"
msg_194_Choice1,Ｏｋａｙ，意外とお似合いになるかも…
msg_194_Choice2,Ｏｈ，これはＢｏｙの服ではありませんわ
msg_194_Choice3,Ｄｅｍｏｎに着せると服が穢れますわ！！
msg_195,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ！
どうして、にんげんのオトコのヒトって
オンナのヒトより、つよいのぉ！？
[wait][clear][end]"
msg_196,"オトコのヒトって、どこがつよいの？
[end_choice][clear][end]"
msg_196_Choice1,Ａｈ，社会的に強い立場にあるんです
msg_196_Choice2,Ｍｕｓｃｌｅ…腕の力が強いだけですわ
msg_196_Choice3,強がってるだけで、実は強くないんです
msg_197,"[color(yellow)][var(msg_var_0)][color(white)]
にんげんって、おもってたより
ヨワムシなんだねぇ…
ぷぷぷっ！
[wait][clear][end]"
msg_198,"どうして、そんなにヨワムシなのぉ？
[end_choice][clear][end]"
msg_198_Choice1,まだ死んだことがないからでしょう…
msg_198_Choice2,Ｏｈ，Ｄｅｍｏｎが強すぎるんですわ！
msg_198_Choice3,弱虫かどうか、一戦交えてみましょう！
msg_199,"[color(yellow)][var(msg_var_0)][color(white)]
ふんふん…
ぼくと「ちからくらべ」がしたいの？
にんげんなのに、ユウキがあるんだね…
[wait][clear][end]"
msg_200,"[color(yellow)][var(msg_var_0)][color(white)]
ああ～っ！！
…ってコトはぁ、にんげんの
オンナのヒトってもしかして！
[wait][clear][end]"
msg_201,"「せいぎのみかた」なのぉっ！？
[end_choice][clear][end]"
msg_201_Choice1,そうよ。シュワ～ッチってね！
msg_201_Choice2,アンタ…ひょっとして、かなりバカ！？
msg_202,"[color(yellow)][var(msg_var_0)][color(white)]
ほらっ…
むねのところが、くるしくなって…
ドキドキドキドキいってるよ～っ！！
[wait][clear][end]"
msg_203,"これっていったい、なんなんだろうね？
[end_choice][clear][end]"
msg_203_Choice1,俺に一目惚れか、やれやれ…
msg_203_Choice2,よせっ、俺にそんな趣味はない…ハズだ
msg_203_Choice3,胸に時限爆弾でも仕掛けられたのか？
msg_204,"[color(yellow)][var(msg_var_0)][color(white)]
よお～しっ！！
ぼく、おにいちゃんと「しょうぶ」するねっ！
…えぇと、どんな「しょうぶ」がいいかなあ？
[wait][clear][end]"
msg_205,"おにいちゃんのすきな「しょうぶ」でいいよ！
[end_choice][clear][end]"
msg_205_Choice1,男なら、力で勝負だ！
msg_205_Choice2,男なら、顔で勝負だ！
msg_205_Choice3,ジャンケンしよっか…
msg_206,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ、おじちゃんはぁ
おとうとのおにいちゃんのコト…
なんて、よんでたのぉ！？
[wait][clear][end]"
msg_207,"なんてよんでたのかなぁ…？
[end_choice][clear][end]"
msg_207_Choice1,呼び捨てだな…男兄弟だからね。
msg_207_Choice2,あだ名で呼んでいたな…昔は…
msg_207_Choice3,何故か「弟」って呼んでいたような…
msg_208,"[color(yellow)][var(msg_var_0)][color(white)]
…あれぇ？
おにいちゃんって、コドモなんだっけ？
おにいちゃんって、オトナ？ コドモ？
[wait][clear][end]"
msg_209,"ねぇねぇ、オトナなの？ コドモなの？
[end_choice][clear][end]"
msg_209_Choice1,お前よりは大人だ
msg_209_Choice2,お前と同じ…ガキだ
msg_209_Choice3,実はお前より年下だ
msg_210,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！
アクマとにんげんを、いっしょにしないでよっ！
シツレイだなぁ…
[wait][clear][end]"
msg_211,"[color(yellow)][var(msg_var_0)][color(white)]
きのう、にんげんのコがカミをあらってたから
せなかをトン、トンって、たたいたの…
そしたらそのコ、びっくりしてなきだしちゃった
[wait][clear][end]"
msg_212,"…ねぇ、どうしてなきだしちゃったとおもう？
[end_choice][clear][end]"
msg_212_Choice1,キミが悪魔だから
msg_212_Choice2,急に背中をたたいたから
msg_212_Choice3,髪を洗うのが嫌だったから
msg_213,"[color(yellow)][var(msg_var_0)][color(white)]
あのねぇ、まえからきになってたんだけど…
にんげんって、バナナみたいなのを
みみにあてて、ひとりでしゃべるよね？
[wait][clear][end]"
msg_214,"あれって…なにやってんの？
[end_choice][clear][end]"
msg_214_Choice1,遠くの人とお話してる
msg_214_Choice2,独り言をつぶやいてる
msg_214_Choice3,ＪＯＫＥＲ様を呼び出している
msg_215,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう…
にんげんにシツモンがあるんだった！
[wait][clear][end]"
msg_216,"ねぇ…「うちゅうじん」って、にんげんなの？
[end_choice][clear][end]"
msg_216_Choice1,そういうことになっている
msg_216_Choice2,むしろ悪魔に近い
msg_216_Choice3,宇宙人なんていない
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう！
にんげんのがっこうに、がいこつがあったよ！
あれはたぶん、ひあぶりにされたんだろうね！
[wait][clear][end]"
msg_218,"…なにか、わるいコトでもしたのかなあ？？？
[end_choice][clear][end]"
msg_218_Choice1,悪魔と契約を結んだ
msg_218_Choice2,給食のコッペパンを残した
msg_218_Choice3,あれはニセモノ
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
もうぼく、ホントにおこっちゃったもんね！
ホントだよっ、ホントにおこってんだよっ！！
……でさぁ、ちょっとききたいんだけどぉ
[wait][clear][end]"
msg_220,"おこると、なにがふえるんだっけ…？
[end_choice][clear][end]"
msg_220_Choice1,小じわが増える
msg_220_Choice2,お小遣いが増える
msg_220_Choice3,ワカメが増える
msg_220_Choice4,何も増えない
msg_221,"[color(yellow)][var(msg_var_0)][color(white)]
にんげんは、かみさまがつくったって
いうけど、なんかウソっぽいよなぁ…
だって、すっごい「ばか」なんだもん！
[wait][clear][end]"
msg_222,"…かみさまがつくったんじゃないよね？
[end_choice][clear][end]"
msg_222_Choice1,人間も悪魔も、神様が創った
msg_222_Choice2,神様も悪魔も、人間が創った
msg_222_Choice3,神様が悪魔を創り、悪魔が人間を創った
msg_223,"[color(yellow)][var(msg_var_0)][color(white)]
それじゃあ、ぼくたち
とおいシンセキなんだネ！！
なんだか、うれしいなあ𝅘𝅥𝅮
[wait][clear][end]"
msg_224,"[color(yellow)][var(msg_var_0)][color(white)]
まったくもう…
にんげんは、シンケイのふといいきものだって
パパがいってたけど………ホントだねえっ！！
[wait][clear][end]"
msg_225,"…ねぇ、シンケイのふとさ、どれくらいあるの？
[end_choice][clear][end]"
msg_225_Choice1,悪魔と同じ
msg_225_Choice2,正月用のシメ縄級
msg_225_Choice3,細すぎて見えない
msg_225_Choice4,余計なお世話！
msg_226,"[color(yellow)][var(msg_var_0)][color(white)]
あっ！
ぼくそろそろ、かえらなくっちゃ…
またこんど、きっとあえるよネ！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
でもね、パパにはナイショだよ！
にんげんとなかよくすると
しかられちゃうんだ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
だからぼくたち、こっそりあおうネ！
[color(green)][var(msg_var_4)][color(white)]のカード[color(green)][var(msg_var_5)]まい[color(white)]！
おともだちのシルシだよっ！
[wait][clear][end]"
msg_227,"[color(yellow)][var(msg_var_0)][color(white)]
あとね[color(green)]フリータロット[color(white)]も[color(green)][var(msg_var_6)]まい[color(white)]あげる！
ぼくって「ふとっぱら」だよねっ！
[wait][clear][end]"
msg_228,"[color(yellow)][var(msg_var_0)][color(white)]
あれれ！
カード、もちきれないみたいだよ！
よくこんなにあつめたねぇ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ざんねんだけど、バイバイするね！
またこんど、ぜったいあそびにきてよね！
[wait][clear][end]"
msg_229,"[color(yellow)][var(msg_var_0)][color(white)]
あれれ！
カード、もちきれないみたいだよ！
よくこんなにあつめたねぇ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
「たいけんばん」なのに…
「おはなしずき」なんだね。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
カードは、あげられないけど
また、あそびにきてよね！
[wait][clear][end]"
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
またきてね！ やくそくだよ！
[wait][clear][end]"
msg_231,"[color(yellow)][var(msg_var_0)][color(white)]
あー、おもしろかったぁ！
こんなにケラケラわらったの、ひさしぶりだよ！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう…
ぼくと[color(green)]「けいやく」[color(white)]してみない！？
ねっ、そうしようよ！！
[wait][clear][end]"
msg_232,"[color(yellow)][var(msg_var_0)][color(white)]
…とおもったけど、[color(green)]レベルがちがいすぎて
「けいやく」できない[color(white)]みたいだよ！
しかたがないから、かわりに…
[wait][clear][end]"
msg_233,"[color(yellow)][var(msg_var_0)][color(white)]
つよくなったら、またあおうね！
ぼく、ずっとまってるから！
[wait][clear][end]"
msg_234,"[color(green)]けいやく[color(white)]するヒト、このユビと～まれっ！
[end_choice][clear][end]"
msg_234_Choice1,とまる
msg_234_Choice2,とまらない
msg_235,"[color(yellow)][var(msg_var_0)][color(white)]
やったあ～っ！！
ぼくたち、きょうから「しんゆう」だよ！
こんどあったとき、はなしかけてね！
[wait][clear][end]"
msg_236,"[color(yellow)][var(msg_var_0)][color(white)]
あれぇっ！
ざんねんだなぁ…
でも、またあそんでよね！
[wait][clear][end]"
msg_237,"[color(yellow)][var(msg_var_0)][color(white)]
あれれ？
ひょっとして、みっつもけいやくしてるの？
だったら、どれか[color(green)]「はき」[color(white)]しなきゃ！
[wait][clear][end]"
msg_238,"どのけいやく、[color(green)]はき[color(white)]するの？
[end_choice][clear][end]"
msg_238_Choice1,[pact_demon(0)]
msg_238_Choice2,[pact_demon(1)]
msg_238_Choice3,[pact_demon(2)]
msg_238_Choice4,やっぱりやめる
msg_239,"[color(yellow)][var(msg_var_0)][color(white)]
ああっ、もうっ！！
[color(green)]けいやく[color(white)]なんかするんじゃなかったよ！
もう、[color(green)]ぜっこう[color(white)]だよ！！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
イ～～～ッだ！
にんげんなんてキライだよ！
もう、ぜったいあそんでやるもんか！！
[wait][clear][end]"
msg_240,"[color(yellow)][var(msg_var_0)][color(white)]
コ、コワいよぉ…
ぼ、ぼくもぅ…[color(green)]「けいやく」やめる[color(white)]…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
お、おこらないでね…
おこったらぼく、ないちゃうよ…
じ、じゃあね…
[wait][clear][end]"
msg_241,"[color(yellow)][var(msg_var_0)][color(white)]
あ～ん！
コ、コワいよー！！
[wait][clear][end]"
msg_242,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
ユルさないよ！！
[wait][clear][end]"
msg_243,"[color(yellow)][var(msg_var_0)][color(white)]
エヘッ、エヘヘッ、エヘヘヘ～ッ！！
ぼ、ぼくぅ、なんだかにんげんのコト
だあいすきぃ♥
[wait][clear][end]"
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
あー、たのしかったぁ！！
なにか、おれいをしなくちゃね！
じゃあねぇ…
[wait][clear][end]"
msg_245,"[color(yellow)][var(msg_var_0)][color(white)]
[color(green)][var(msg_var_1)][color(white)]あげる！
ぼくのたからものだゾ！
[wait][clear][end]"
msg_246,"[color(yellow)][var(msg_var_0)][color(white)]
ぼくのきょうのおやつだい…
[color(green)]￥[var(msg_var_2)][color(white)]あげちゃうっ！
「えんりょ」しないで、うけとってよね！
[wait][clear][end]"
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
[color(green)]おケガ[color(white)]、なおしてあげるよ！
いたいのいたいの、てんごくまで
とんでけぇ～～～っ！！
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
それじゃあ、バイバイだよ！
[wait][clear][end]"
msg_249,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、うらみちのどこかに
「ぶしょーのほこら」っていうのがあるんだって！
「ぶしょー」ってなんだろうね？
[wait][clear][end]"
msg_250,"[color(yellow)][var(msg_var_0)][color(white)]
「きよひめ」って「おねえちゃん」しってる？
みかけによらずキレイずきなんだって！
あのユカもキレイにしてくれるかな？
[wait][clear][end]"
msg_251,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、「Ｂ２ルート」は、おたからザクザクって
ウワサなんだよ！
ぼくも、おたからほしいなぁ…
[wait][clear][end]"
msg_252,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、「Ｂ３ルート」は、おたからザクザクって
ウワサなんだよ！
ぼくも、おたからほしいなぁ…
[wait][clear][end]"
msg_253,"[color(yellow)][var(msg_var_0)][color(white)]
このまえ、「らすぷーちん」っておじさんが
「はいでんばんのカギ」ひろったっていってたよ！
そんなもの、なんにつかうのかな？
[wait][clear][end]"
msg_254,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、このまえきづいたんだけど
カガミってミギヒダリぎゃくにうつるんだね！
ねぇねぇ、しってた？
[wait][clear][end]"
msg_255,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、ここのいちばんシタに「たからべや」が
あるんだけど、いりぐちがないんだって…
どうやって、はいるのかな？
[wait][clear][end]"
msg_256,"[color(yellow)][var(msg_var_0)][color(white)]
「たからべや」にはいりたいでしょ。
なら「りばいあさん」にたのんでみたら？
あの「かいじゅう」ならカベもこわすよ、きっと
[wait][clear][end]"
msg_257,"[color(yellow)][var(msg_var_0)][color(white)]
このまえね、「せける」ってアクマが
「まはまぐなす」ってまほうつかってたの！
すごいイリョクだったよ！
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あのイリョクなら、「とじかけのハネバシ」も
とじちゃうね、きっと！
[wait][clear][end]"
msg_258,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、「だい２くかく」にいく「ちかみち」が
あるんだけど、イワがあってとおれないんだ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
「みのたうろす」なら、あのイワ
ぶっこわしてくれるんだろうなぁ…
「ちかみち」つかえるとベンリだよ、きっと！
[wait][clear][end]"
msg_259,"[color(yellow)][var(msg_var_0)][color(white)]
あのね、ぼく、「かくれんぼ」だいすきなんだ！
にんげんのこどもも、すきなのかなぁ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ぼく、よく「じんじゃ」のうらに
かくれたりするんだ！
あそこ、あんまりみつからないからね！
[wait][clear][end]"
msg_260,"[color(yellow)][var(msg_var_0)][color(white)]
さっきね、「おはな」もったおにいちゃん
みかけたんだ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
むかし、ぼくたち、あのおにいちゃんに
めいれいされてたきがするんだけど…
まっ、いっか！
[wait][clear][end]"
msg_261,[end]
msg_262,[end]
msg_263,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのにほんとう[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサなんだ！
[wait][clear][end]"
msg_264,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのにほんとう[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサなんだ！
[wait][clear][end]"
msg_265,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのハンドガン[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサなんだ！
[wait][clear][end]"
msg_266,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのハンドガン[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサなんだ！
[wait][clear][end]"
msg_267,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのコイン[color(white)]には
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサなんだ！
[wait][clear][end]"
msg_268,"[color(yellow)][var(msg_var_0)][color(white)]
これ、みんなにナイショだよ。
じつはね、[color(orange)]でんせつのコイン[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサなんだ！
[wait][clear][end]"
msg_269,"[color(yellow)][var(msg_var_0)][color(white)]
これは、みんなにナイショだよ。
じつは、[color(orange)]でんせつのグラブ[color(white)]は
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサなんだ！
[wait][clear][end]"
msg_270,"[color(yellow)][var(msg_var_0)][color(white)]
これは、みんなにナイショだよ。
じつは、[color(orange)]でんせつのグラブ[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサなんだ！
[wait][clear][end]"
msg_271,"[color(yellow)][var(msg_var_0)][color(white)]
これは、みんなにナイショだよ。
じつは、[color(orange)]でんせつのレイピア[color(white)]は
[color(orange)]かくれたちからがやどってる[color(white)]ってウワサなんだ！
[wait][clear][end]"
msg_272,"[color(yellow)][var(msg_var_0)][color(white)]
これは、みんなにナイショだよ。
じつは、[color(orange)]でんせつのレイピア[color(white)]は
[color(orange)]さいきょう[color(white)]かもってウワサなんだ！
[wait][clear][end]"
msg_273,"[color(yellow)][var(msg_var_0)][color(white)]
しかも、[color(orange)]すごくツヨい[color(white)]らしいんだ！
[wait][clear][end]"
msg_274,"[color(yellow)][var(msg_var_0)][color(white)]
でもね…
[color(orange)]よわい[color(white)]らしいんだ！
ぷぷぷぷ…
[wait][clear][end]"
msg_275,"[color(yellow)][var(msg_var_0)][color(white)]
そんなにつよくないんだけど
[color(orange)]ほかのひみつのまほうとガッタイする[color(white)]らしいんだ！
ガッタイってカッコイイよね！
[wait][clear][end]"
msg_276,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックランタンってアクマしってる？
じつはね、[color(orange)]ダイナミックアギラオ[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_277,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックフロストってアクマしってる？
じつはね、[color(orange)]アトミックブフーラ[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_278,"[color(yellow)][var(msg_var_0)][color(white)]
スチュパリデスってアクマしってる？
じつはね、[color(orange)]デンジャラスガルーラ[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_279,"[color(yellow)][var(msg_var_0)][color(white)]
バルバトスってアクマしってる？
じつはね、[color(orange)]グレイトマグナス[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_280,"[color(yellow)][var(msg_var_0)][color(white)]
アンクウってアクマしってる？
じつはね、[color(orange)]ハイパージオンガ[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_281,"[color(yellow)][var(msg_var_0)][color(white)]
カナロアってアクマしってる？
じつはね、[color(orange)]ワンダフルアクエス[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_282,"[color(yellow)][var(msg_var_0)][color(white)]
デメテールってアクマしってる？
じつはね、[color(orange)]ウルトラフレイラ[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_283,"[color(yellow)][var(msg_var_0)][color(white)]
サキュバスってアクマしってる？
じつはね、[color(orange)]超メギド[color(white)]って
まほうをかくしもってるんだって！
[wait][clear][end]"
msg_284,"[color(yellow)][var(msg_var_0)][color(white)]
あのね…
あんまりオシャベリだと、おこられちゃうんだ…
そのかわりね
[wait][clear][end]"
msg_285,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、ぼくと「けいやく」してるね！
なら「やくそく」どおり、おてつだいしてあげる！
[wait][clear]
[end]"
msg_286,"ぼくは、どうしたらいいのかなぁ？
[end_choice][clear][end]"
msg_286_Choice1,アイテムが欲しい
msg_286_Choice2,お金が欲しい
msg_286_Choice3,情報が欲しい
msg_286_Choice4,[if(CBIT_HEAR_RUMOR)]噂を流して欲しい
msg_287,"ながしたいウワサがあれば、みんなにいっとくよ！
[end_choice][clear][end]"
msg_287_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_287_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_287_Choice3,特に無い
msg_288,"ながしたいウワサがあれば、みんなにいっとくよ！
[end_choice][clear][end]"
msg_288_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_288_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_288_Choice3,[if(CBIT_HEAR_MAP1)]このダンジョンの噂
msg_288_Choice4,特に無い
msg_289,"[color(yellow)][var(msg_var_0)][color(white)]
そのウワサ、もう、みんな、しってるよ！
ほかのウワサがいいなぁ…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
ほかにウワサないの？
[wait][clear][end]"
msg_290,"どんな「ぶき」の？
[end_choice][clear][end]"
msg_290_Choice1,[if(CBIT_HEAR_SWD)]伝説の日本刀
msg_290_Choice2,[if(CBIT_HEAR_GUN)]伝説のハンドガン
msg_290_Choice3,[if(CBIT_HEAR_GTR)]伝説のコイン
msg_290_Choice4,[if(CBIT_HEAR_FST)]伝説のグラブ
msg_290_Choice5,[if(CBIT_HEAR_FLW)]伝説のレイピア
msg_290_Choice6,やっぱりやめる
msg_291,"だれの「まほう」？
[end_choice][clear][end]"
msg_291_Choice1,[if(CBIT_HEAR_AGI)]ジャックランタン
msg_291_Choice2,[if(CBIT_HEAR_BUF)]ジャックフロスト
msg_291_Choice3,[if(CBIT_HEAR_GAR)]スチュパリデス
msg_291_Choice4,[if(CBIT_HEAR_MAG)]バルバトス
msg_291_Choice5,[if(CBIT_RESERVE_Ff)]他の悪魔
msg_291_Choice6,やっぱりやめる
msg_292,"だれの「まほう」？
[end_choice][clear][end]"
msg_292_Choice1,[if(CBIT_HEAR_JIO)]アンクウ
msg_292_Choice2,[if(CBIT_HEAR_AQU)]カナロア
msg_292_Choice3,[if(CBIT_HEAR_FRA)]デメテール
msg_292_Choice4,[if(CBIT_HEAR_MEG)]サキュバス
msg_292_Choice5,[if(CBIT_RESERVE_Fe)]他の悪魔
msg_292_Choice6,やっぱりやめる
msg_293,"どういうウワサ？
[end_choice][clear][end]"
msg_293_Choice1,[if(CBIT_HEAR_MAP1)]管制室の配電盤が隠し部屋に通じている
msg_293_Choice2,[if(CBIT_HEAR_MAP2)]制御室の開かずの扉から廃液処理場に行ける
msg_293_Choice3,やっぱりやめる
msg_294,"その「にほんとう」がどうしたの？
[end_choice][clear][end]"
msg_294_Choice1,[if(CBIT_HEAR_SWD_G)][if_not(IBIT_SWD_LGND_G)]実は最強？
msg_294_Choice2,[if(CBIT_HEAR_SWD_L)][if_not(IBIT_SWD_LGND_S)]隠された力がある
msg_294_Choice3,[if_not(IBIT_SWD_LGND_N)]やっぱり普通
msg_294_Choice4,[if_not(IBIT_SWD_LGND_B)]やっぱりやめる
msg_295,"その「ハンドガン」がどうしたの？
[end_choice][clear][end]"
msg_295_Choice1,[if(CBIT_HEAR_GUN_G)][if_not(IBIT_GUN_LGND_G)]実は最強？
msg_295_Choice2,[if(CBIT_HEAR_GUN_L)][if_not(IBIT_GUN_LGND_S)]隠された力がある
msg_295_Choice3,[if_not(IBIT_GUN_LGND_N)]やっぱり普通
msg_295_Choice4,[if_not(IBIT_GUN_LGND_B)]やっぱりやめる
msg_296,"その「コイン」がどうしたの？
[end_choice][clear][end]"
msg_296_Choice1,[if(CBIT_HEAR_GTR_G)][if_not(IBIT_CON_LGND_G)]実は最強？
msg_296_Choice2,[if(CBIT_HEAR_GTR_L)][if_not(IBIT_CON_LGND_S)]隠された力がある
msg_296_Choice3,[if_not(IBIT_CON_LGND_N)]やっぱり普通
msg_296_Choice4,[if_not(IBIT_CON_LGND_B)]やっぱりやめる
msg_297,"その「グラブ」がどうしたの？
[end_choice][clear][end]"
msg_297_Choice1,[if(CBIT_HEAR_FST_G)][if_not(IBIT_FST_LGND_G)]実は最強？
msg_297_Choice2,[if(CBIT_HEAR_FST_L)][if_not(IBIT_FST_LGND_S)]隠された力がある
msg_297_Choice3,[if_not(IBIT_FST_LGND_N)]やっぱり普通
msg_297_Choice4,[if_not(IBIT_FST_LGND_B)]やっぱりやめる
msg_298,"その「レイピア」がどうしたの？
[end_choice][clear][end]"
msg_298_Choice1,[if(CBIT_HEAR_FLW_G)][if_not(IBIT_NSW_LGND_G)]実は最強？
msg_298_Choice2,[if(CBIT_HEAR_FLW_L)][if_not(IBIT_NSW_LGND_S)]隠された力がある
msg_298_Choice3,[if_not(IBIT_NSW_LGND_N)]やっぱり普通
msg_298_Choice4,[if_not(IBIT_NSW_LGND_B)]やっぱりやめる
msg_299,"ジャックランタンがどうしたの？
[end_choice][clear][end]"
msg_299_Choice1,[if(CBIT_HEAR_AGI_L)][if_not(BBIT_D_AGIRAO_L)]Ｄアギラオは強い
msg_299_Choice2,[if(CBIT_HEAR_AGI_M)][if_not(CBIT_HEAR_AGI_S)]ダイナミックアギラオを使う
msg_299_Choice3,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_M)]Ｄアギラオは普通
msg_299_Choice4,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_S)]Ｄアギラオは弱い
msg_299_Choice5,[if(CBIT_HEAR_AGI_C)][if_not(BBIT_D_AGIRAO_C)]Ｄアギラオは合体する
msg_299_Choice6,やっぱりやめる
msg_300,"ジャックフロストがどうしたの？
[end_choice][clear][end]"
msg_300_Choice1,[if(CBIT_HEAR_BUF_L)][if_not(BBIT_A_BUFURA_L)]Ａブフーラは強い
msg_300_Choice2,[if(CBIT_HEAR_BUF_M)][if_not(CBIT_HEAR_BUF_S)]アトミックブフーラを使う
msg_300_Choice3,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_M)]Ａブフーラは普通
msg_300_Choice4,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_S)]Ａブフーラは弱い
msg_300_Choice5,[if(CBIT_HEAR_BUF_C)][if_not(BBIT_A_BUFURA_C)]Ａブフーラは合体する
